Order Date,Region,Category,Sales,Profit
2024-08-07 01:31:22.277630,West,Technology,433.88,32.07
2024-09-04 01:31:22.277630,South,Office Supplies,292.28,-44.4
2024-12-02 01:31:22.277630,North,Technology,394.36,8.34
2025-01-31 01:31:22.277630,North,Office Supplies,181.23,-30.18
2025-01-05 01:31:22.277630,West,Technology,178.33,40.29
2025-03-14 01:31:22.277630,East,Furniture,448.19,-65.63
2025-03-26 01:31:22.277630,South,Office Supplies,306.48,10.93
2024-08-30 01:31:22.277630,East,Furniture,184.92,10.21
2025-04-27 01:31:22.277630,North,Furniture,425.75,27.7
2025-03-06 01:31:22.277630,North,Technology,232.43,24.31
2025-04-24 01:31:22.277630,South,Furniture,211.99,31.97
2025-05-06 01:31:22.277630,West,Technology,32.56,-6.44
2025-03-28 01:31:22.277630,South,Furniture,345.92,-63.84
2025-01-28 01:31:22.277630,North,Furniture,275.67,29.16
2024-11-06 01:31:22.277630,South,Office Supplies,169.68,-18.48
2025-04-24 01:31:22.277630,North,Office Supplies,86.86,18.76
2024-06-23 01:31:22.277630,East,Technology,107.56,12.24
2025-01-26 01:31:22.277630,North,Furniture,127.93,37.13
2024-09-07 01:31:22.277630,North,Furniture,435.3,71.39
2024-07-14 01:31:22.277630,South,Office Supplies,250.71,-38.77
2024-08-13 01:31:22.277630,South,Technology,353.84,-40.52
2024-10-04 01:31:22.277630,South,Office Supplies,241.43,-42.67
2025-03-05 01:31:22.277630,East,Furniture,247.39,42.2
2024-10-09 01:31:22.277630,South,Technology,414.63,-56.63
2024-11-24 01:31:22.277630,East,Furniture,390.16,51.46
2025-04-19 01:31:22.277630,West,Office Supplies,131.43,10.21
2025-02-21 01:31:22.277630,South,Technology,320.35,37.37
2025-04-29 01:31:22.277630,South,Office Supplies,346.49,18.83
2024-08-01 01:31:22.277630,West,Furniture,214.31,-41.47
2024-06-27 01:31:22.277630,West,Furniture,52.8,-3.88
2025-02-10 01:31:22.277630,West,Office Supplies,198.27,48.08
2024-07-16 01:31:22.277630,North,Furniture,191.99,50.81
2024-12-15 01:31:22.277630,North,Office Supplies,351.5,-53.22
2024-09-27 01:31:22.277630,North,Office Supplies,408.57,112.89
2025-01-14 01:31:22.277630,West,Technology,210.09,28.42
2024-07-06 01:31:22.277630,East,Furniture,329.94,86.21
2025-01-19 01:31:22.277630,South,Furniture,328.56,0.19
2024-09-12 01:31:22.277630,North,Office Supplies,331.11,-49.38
2025-01-28 01:31:22.277630,West,Technology,286.07,-13.95
2024-10-22 01:31:22.277630,South,Office Supplies,322.02,46.64
2024-11-23 01:31:22.277630,North,Furniture,436.49,86.26
2025-04-25 01:31:22.277630,West,Technology,462.48,-80.91
2024-08-27 01:31:22.277630,South,Technology,64.06,2.79
2024-06-01 01:31:22.277630,North,Office Supplies,25.64,-4.3
2025-05-19 01:31:22.277630,North,Office Supplies,269.08,62.37
2024-11-24 01:31:22.277630,North,Technology,218.15,8.33
2025-03-01 01:31:22.277630,North,Furniture,236.56,60.89
2024-12-05 01:31:22.277630,North,Furniture,240.08,-38.58
2025-05-11 01:31:22.277630,West,Technology,449.69,-15.63
2024-12-05 01:31:22.277630,South,Office Supplies,325.58,45.02
2024-10-26 01:31:22.277630,North,Office Supplies,232.32,-12.36
2024-08-25 01:31:22.277630,South,Furniture,238.3,52.61
2024-10-31 01:31:22.277630,North,Furniture,425.36,124.81
2024-07-24 01:31:22.277630,West,Technology,124.19,-7.38
2024-09-23 01:31:22.277630,West,Furniture,27.08,-0.53
2024-07-14 01:31:22.277630,South,Furniture,249.52,70.78
2025-02-25 01:31:22.277630,North,Office Supplies,481.03,-10.09
2024-05-29 01:31:22.277630,West,Office Supplies,410.9,32.05
2024-08-24 01:31:22.277630,North,Furniture,216.03,39.88
2024-11-10 01:31:22.277630,North,Office Supplies,104.05,1.99
2025-04-06 01:31:22.277630,East,Office Supplies,293.66,-4.02
2024-06-15 01:31:22.277630,West,Office Supplies,442.26,21.14
2025-04-15 01:31:22.277630,South,Furniture,364.29,69.13
2024-05-25 01:31:22.277630,South,Office Supplies,279.3,-12.27
2024-10-04 01:31:22.277630,North,Furniture,372.74,-9.17
2025-01-12 01:31:22.277630,North,Furniture,483.03,-50.93
2024-06-05 01:31:22.277630,North,Technology,285.29,43.02
2025-05-05 01:31:22.277630,East,Technology,286.57,71.56
2024-07-09 01:31:22.277630,North,Technology,249.73,-26.75
2024-06-27 01:31:22.277630,North,Furniture,291.97,-53.34
2024-08-10 01:31:22.277630,South,Technology,324.88,-3.04
2024-12-28 01:31:22.277630,East,Office Supplies,118.05,0.6
2025-03-21 01:31:22.277630,South,Technology,292.65,35.98
2024-08-05 01:31:22.277630,East,Furniture,26.46,-4.16
2025-03-02 01:31:22.277630,East,Office Supplies,470.21,99.1
2025-01-28 01:31:22.277630,West,Office Supplies,38.16,3.32
2024-07-10 01:31:22.277630,West,Office Supplies,479.91,35.03
2024-09-22 01:31:22.277630,West,Technology,485.12,-20.29
2024-12-24 01:31:22.277630,South,Technology,272.86,-4.74
2025-01-18 01:31:22.277630,West,Technology,179.56,-30.94
2024-07-19 01:31:22.277630,West,Technology,108.78,19.24
2025-05-09 01:31:22.277630,South,Office Supplies,97.84,10.02
2024-09-08 01:31:22.277630,East,Furniture,134.21,38.68
2025-04-08 01:31:22.277630,East,Technology,248.58,-5.77
2024-07-11 01:31:22.277630,North,Furniture,376.59,50.13
2024-07-24 01:31:22.277630,North,Office Supplies,211.39,54.91
2025-04-26 01:31:22.277630,West,Furniture,394.89,61.54
2024-06-19 01:31:22.277630,South,Furniture,291.0,-52.33
2025-03-12 01:31:22.277630,East,Technology,29.25,3.4
2025-02-05 01:31:22.277630,South,Technology,83.26,6.05
2024-06-01 01:31:22.277630,North,Office Supplies,294.68,14.63
2024-09-14 01:31:22.277630,West,Technology,97.36,7.45
2025-05-14 01:31:22.277630,North,Furniture,311.99,9.45
2025-02-01 01:31:22.277630,North,Furniture,233.73,34.1
2024-11-20 01:31:22.277630,East,Furniture,351.24,-67.63
2024-12-17 01:31:22.277630,South,Furniture,159.89,-16.9
2025-03-23 01:31:22.277630,East,Technology,414.38,-7.17
2024-09-28 01:31:22.277630,East,Office Supplies,206.66,5.44
2024-07-19 01:31:22.277630,North,Technology,402.39,-54.22
2024-12-24 01:31:22.277630,West,Furniture,29.3,6.16
2024-06-07 01:31:22.277630,North,Office Supplies,208.68,55.24
2024-06-21 01:31:22.277630,South,Office Supplies,125.69,22.07
2024-08-10 01:31:22.277630,West,Furniture,232.97,61.6
2024-12-26 01:31:22.277630,East,Furniture,474.47,81.42
2025-05-24 01:31:22.277630,South,Technology,96.3,1.98
2024-10-25 01:31:22.277630,South,Office Supplies,62.24,-0.21
2024-06-07 01:31:22.277630,South,Office Supplies,48.08,-5.62
2024-11-27 01:31:22.277630,South,Technology,79.21,-12.42
2025-04-01 01:31:22.277630,North,Furniture,49.74,-4.49
2024-05-31 01:31:22.277630,South,Office Supplies,348.67,23.04
2024-05-27 01:31:22.277630,North,Technology,76.35,-10.12
2024-09-12 01:31:22.277630,West,Office Supplies,114.77,31.63
2025-01-17 01:31:22.277630,South,Technology,329.85,-29.93
2025-05-22 01:31:22.277630,North,Office Supplies,234.16,50.77
2025-01-18 01:31:22.277630,South,Furniture,46.24,9.68
2025-02-22 01:31:22.277630,West,Furniture,485.92,-62.88
2025-03-14 01:31:22.277630,East,Office Supplies,307.97,47.85
2025-01-06 01:31:22.277630,West,Office Supplies,314.62,66.72
2024-06-08 01:31:22.277630,East,Office Supplies,429.24,103.94
2024-12-02 01:31:22.277630,North,Technology,456.36,126.41
2024-09-20 01:31:22.277630,West,Furniture,47.4,12.56
2024-06-21 01:31:22.277630,North,Technology,52.81,-2.35
2024-12-12 01:31:22.277630,West,Furniture,392.74,-25.99
2024-07-02 01:31:22.277630,South,Furniture,354.0,-0.44
2025-02-21 01:31:22.277630,East,Technology,124.07,4.03
2025-01-10 01:31:22.277630,South,Furniture,174.19,-14.47
2024-08-18 01:31:22.277630,North,Furniture,313.3,-49.18
2024-09-27 01:31:22.277630,South,Office Supplies,398.72,51.15
2025-03-20 01:31:22.277630,East,Technology,309.52,-34.94
2024-06-18 01:31:22.277630,East,Technology,400.14,103.02
2024-10-16 01:31:22.277630,East,Furniture,129.74,-7.29
2024-06-06 01:31:22.277630,East,Technology,178.93,-18.1
2024-12-22 01:31:22.277630,East,Furniture,68.78,-7.08
2024-06-18 01:31:22.277630,North,Furniture,492.71,-27.23
2024-07-31 01:31:22.277630,South,Technology,408.32,43.32
2024-07-30 01:31:22.277630,West,Furniture,363.58,105.13
2025-01-12 01:31:22.277630,South,Office Supplies,113.51,4.9
2024-09-10 01:31:22.277630,South,Technology,355.37,35.48
2024-10-17 01:31:22.277630,North,Technology,433.96,96.04
2024-09-12 01:31:22.277630,North,Furniture,408.97,-13.49
2025-01-07 01:31:22.277630,North,Technology,382.25,-42.07
2024-09-12 01:31:22.277630,North,Technology,205.84,3.46
2024-06-27 01:31:22.277630,South,Office Supplies,388.14,-15.78
2024-09-12 01:31:22.277630,East,Office Supplies,252.59,58.87
2025-02-12 01:31:22.277630,East,Technology,214.17,61.89
2025-01-15 01:31:22.277630,North,Furniture,483.1,69.64
2024-08-15 01:31:22.277630,West,Office Supplies,90.4,11.47
2024-07-05 01:31:22.277630,South,Office Supplies,435.07,68.35
2024-09-02 01:31:22.277630,South,Office Supplies,174.61,5.91
2024-05-30 01:31:22.277630,West,Furniture,267.88,30.64
2024-11-20 01:31:22.277630,North,Technology,194.21,-31.92
2025-03-02 01:31:22.277630,South,Technology,261.53,12.22
2025-04-09 01:31:22.277630,West,Office Supplies,412.83,-13.96
2025-01-05 01:31:22.277630,East,Technology,107.85,-18.7
2025-04-04 01:31:22.277630,West,Office Supplies,382.3,27.67
2025-05-24 01:31:22.277630,West,Office Supplies,234.03,-4.65
2025-01-08 01:31:22.277630,North,Furniture,468.78,44.68
2025-03-09 01:31:22.277630,South,Furniture,282.55,15.99
2024-10-21 01:31:22.277630,West,Office Supplies,39.86,-2.47
2025-02-25 01:31:22.277630,South,Furniture,456.9,31.98
2024-12-08 01:31:22.277630,South,Furniture,463.76,-4.92
2024-08-02 01:31:22.277630,North,Furniture,106.36,27.71
2024-09-13 01:31:22.277630,East,Technology,486.88,-5.93
2024-05-28 01:31:22.277630,South,Technology,233.98,-42.1
2025-05-09 01:31:22.277630,North,Furniture,458.92,83.43
2025-04-20 01:31:22.277630,North,Technology,194.76,54.89
2025-04-07 01:31:22.277630,West,Office Supplies,30.89,-3.56
2025-05-09 01:31:22.277630,South,Office Supplies,401.61,115.02
2024-08-27 01:31:22.277630,North,Furniture,445.19,48.35
2024-10-23 01:31:22.277630,East,Furniture,98.15,21.96
2025-03-31 01:31:22.277630,West,Technology,285.91,10.42
2024-10-08 01:31:22.277630,East,Furniture,419.15,46.63
2025-01-26 01:31:22.277630,North,Furniture,241.54,53.27
2025-01-22 01:31:22.277630,West,Office Supplies,398.42,116.1
2024-06-24 01:31:22.277630,South,Office Supplies,326.28,-35.11
2024-07-03 01:31:22.277630,West,Technology,365.95,91.26
2025-01-08 01:31:22.277630,West,Technology,461.03,61.61
2024-06-29 01:31:22.277630,East,Technology,220.08,60.18
2025-01-02 01:31:22.277630,South,Furniture,390.07,-15.97
2024-05-30 01:31:22.277630,North,Furniture,362.09,-28.5
2025-04-11 01:31:22.277630,East,Furniture,230.71,-3.98
2024-12-30 01:31:22.277630,South,Furniture,202.96,49.17
2024-08-07 01:31:22.277630,North,Office Supplies,443.05,13.21
2024-05-28 01:31:22.277630,West,Technology,118.27,32.61
2025-04-24 01:31:22.277630,South,Technology,172.88,-13.63
2024-10-05 01:31:22.277630,East,Office Supplies,487.75,-43.77
2024-09-19 01:31:22.277630,North,Office Supplies,153.14,21.32
2024-08-26 01:31:22.277630,North,Furniture,438.79,-23.77
2024-07-25 01:31:22.277630,South,Technology,198.29,-26.85
2024-12-04 01:31:22.277630,South,Technology,284.58,-3.42
2025-04-24 01:31:22.277630,West,Office Supplies,211.2,-14.13
2024-12-13 01:31:22.277630,North,Technology,126.22,0.82
2024-06-19 01:31:22.277630,West,Office Supplies,351.73,-37.55
2024-11-13 01:31:22.277630,West,Technology,483.97,134.78
2025-03-20 01:31:22.277630,East,Office Supplies,448.55,90.08
2024-10-04 01:31:22.277630,East,Furniture,492.93,108.67
2025-04-15 01:31:22.277630,South,Technology,351.74,-17.98
2024-09-19 01:31:22.277630,South,Furniture,36.55,8.35
2025-04-13 01:31:22.277630,South,Office Supplies,285.95,27.28
2025-02-23 01:31:22.277630,East,Technology,318.81,-54.72
2024-12-22 01:31:22.277630,West,Technology,77.67,-9.58
2025-01-04 01:31:22.277630,West,Furniture,417.64,9.6
2024-06-13 01:31:22.277630,East,Furniture,370.44,-1.15
2024-09-14 01:31:22.277630,South,Office Supplies,235.25,46.49
2024-10-11 01:31:22.277630,South,Furniture,160.16,37.93
2024-07-10 01:31:22.277630,West,Technology,126.47,29.4
2024-05-25 01:31:22.277630,North,Technology,482.93,-5.97
2024-08-22 01:31:22.277630,North,Technology,405.0,47.74
2024-10-13 01:31:22.277630,North,Technology,352.82,17.13
2025-04-09 01:31:22.277630,North,Furniture,475.22,116.17
2024-07-01 01:31:22.277630,South,Furniture,117.68,28.77
2025-03-13 01:31:22.277630,East,Office Supplies,431.65,-74.7
2024-10-10 01:31:22.277630,East,Furniture,300.05,25.83
2025-05-15 01:31:22.277630,North,Office Supplies,467.86,24.2
2025-04-22 01:31:22.277630,East,Furniture,337.09,62.43
2025-02-07 01:31:22.277630,West,Furniture,375.94,-38.38
2024-11-01 01:31:22.277630,North,Technology,126.68,18.69
2024-11-18 01:31:22.277630,South,Furniture,185.6,31.42
2024-06-03 01:31:22.277630,North,Office Supplies,165.11,-30.81
2025-02-09 01:31:22.277630,West,Technology,353.19,5.52
2024-10-09 01:31:22.277630,East,Furniture,217.36,62.92
2024-11-12 01:31:22.277630,East,Technology,432.79,-21.51
2024-06-06 01:31:22.277630,East,Technology,122.04,29.57
2024-11-08 01:31:22.277630,South,Technology,401.92,37.56
2024-10-01 01:31:22.277630,North,Office Supplies,410.36,-21.23
2024-08-16 01:31:22.277630,South,Office Supplies,321.38,70.06
2025-04-10 01:31:22.277630,West,Furniture,91.19,26.93
2025-04-08 01:31:22.277630,South,Technology,176.83,30.24
2024-09-02 01:31:22.277630,North,Furniture,210.92,-35.72
2025-04-18 01:31:22.277630,East,Office Supplies,243.42,-42.31
2025-02-21 01:31:22.277630,East,Technology,373.65,17.1
2025-02-13 01:31:22.277630,East,Office Supplies,182.42,-35.93
2024-07-01 01:31:22.277630,East,Technology,28.74,3.97
2024-08-26 01:31:22.277630,South,Technology,435.72,-83.59
2024-08-27 01:31:22.277630,North,Technology,227.52,65.19
2025-03-25 01:31:22.277630,North,Furniture,155.79,37.44
2024-08-01 01:31:22.277630,North,Office Supplies,413.21,85.82
2025-04-07 01:31:22.277630,South,Office Supplies,441.85,91.11
2025-01-15 01:31:22.277630,East,Office Supplies,370.9,80.55
2025-04-23 01:31:22.277630,East,Technology,190.07,3.26
2024-10-08 01:31:22.277630,North,Furniture,130.92,25.65
2024-08-08 01:31:22.277630,East,Furniture,362.14,-5.95
2024-06-28 01:31:22.277630,South,Furniture,47.58,10.67
2024-05-25 01:31:22.277630,West,Furniture,207.71,22.64
2025-03-16 01:31:22.277630,East,Technology,384.23,-8.0
2025-04-09 01:31:22.277630,West,Technology,300.83,51.96
2024-07-23 01:31:22.277630,West,Furniture,372.25,-29.25
2025-04-09 01:31:22.277630,West,Furniture,295.0,83.29
2025-05-08 01:31:22.277630,East,Office Supplies,135.05,17.88
2025-04-17 01:31:22.277630,West,Technology,251.94,0.15
2025-02-15 01:31:22.277630,East,Furniture,391.07,29.47
2025-05-20 01:31:22.277630,North,Technology,130.59,22.04
2025-01-08 01:31:22.277630,South,Office Supplies,482.25,95.8
2025-02-18 01:31:22.277630,West,Furniture,117.37,33.74
2025-04-05 01:31:22.277630,West,Technology,26.82,-2.56
2025-03-06 01:31:22.277630,North,Technology,393.47,20.55
2025-03-11 01:31:22.277630,South,Technology,465.63,-71.83
2024-12-23 01:31:22.277630,North,Technology,138.39,-21.99
2024-11-05 01:31:22.277630,South,Technology,94.43,-13.96
2024-05-29 01:31:22.277630,West,Technology,127.49,-8.96
2025-04-28 01:31:22.277630,South,Office Supplies,321.37,47.62
2024-08-10 01:31:22.277630,North,Technology,297.93,68.69
2024-07-25 01:31:22.277630,West,Office Supplies,318.25,5.73
2024-10-03 01:31:22.277630,North,Office Supplies,23.71,1.84
2024-08-21 01:31:22.277630,West,Technology,95.35,-9.23
2025-01-16 01:31:22.277630,East,Furniture,136.75,26.74
2024-07-05 01:31:22.277630,West,Technology,354.6,86.59
2024-08-21 01:31:22.277630,South,Office Supplies,312.2,13.36
2025-03-16 01:31:22.277630,South,Technology,319.47,-38.2
2025-04-17 01:31:22.277630,South,Technology,293.94,-58.04
2025-03-15 01:31:22.277630,South,Technology,377.37,25.74
2024-09-05 01:31:22.277630,South,Office Supplies,472.01,23.04
2024-06-07 01:31:22.277630,East,Office Supplies,343.31,90.26
2025-03-08 01:31:22.277630,West,Office Supplies,377.58,-68.63
2024-11-19 01:31:22.277630,West,Furniture,311.93,-39.15
2024-09-26 01:31:22.277630,East,Furniture,402.87,-40.75
2025-05-12 01:31:22.277630,East,Furniture,472.63,34.77
2024-06-16 01:31:22.277630,South,Furniture,310.45,-17.89
2024-07-26 01:31:22.277630,North,Technology,106.88,-10.38
2024-10-14 01:31:22.277630,North,Furniture,389.73,22.3
2024-10-24 01:31:22.277630,South,Furniture,332.4,-59.72
2024-10-16 01:31:22.277630,East,Furniture,468.13,134.64
2025-01-04 01:31:22.277630,West,Technology,150.62,34.72
2025-03-29 01:31:22.277630,North,Furniture,485.62,-31.09
2024-09-05 01:31:22.277630,North,Furniture,284.88,-9.09
2024-09-05 01:31:22.277630,East,Furniture,482.72,-37.19
2024-07-02 01:31:22.277630,South,Office Supplies,396.34,104.71
2024-12-08 01:31:22.277630,West,Furniture,435.66,55.15
2024-10-05 01:31:22.277630,South,Furniture,175.44,10.63
2024-07-30 01:31:22.277630,South,Furniture,125.33,6.81
2024-11-19 01:31:22.277630,South,Technology,319.56,-37.4
2024-07-05 01:31:22.277630,South,Furniture,199.68,56.17
2024-06-08 01:31:22.277630,North,Furniture,493.23,126.91
2024-09-12 01:31:22.277630,East,Office Supplies,257.84,71.22
2024-10-28 01:31:22.277630,West,Office Supplies,73.03,-3.98
2025-03-09 01:31:22.277630,North,Technology,259.43,9.94
2025-01-10 01:31:22.277630,West,Technology,276.84,16.46
2024-10-28 01:31:22.277630,West,Furniture,22.27,1.0
2024-07-01 01:31:22.277630,North,Office Supplies,137.83,-26.24
2024-08-29 01:31:22.277630,North,Technology,20.64,4.47
2025-03-09 01:31:22.277630,West,Technology,289.28,50.12
2025-02-02 01:31:22.277630,West,Office Supplies,160.22,5.99
2024-12-06 01:31:22.277630,East,Furniture,103.14,-6.84
2024-08-18 01:31:22.277630,North,Office Supplies,422.52,49.64
2025-04-11 01:31:22.277630,North,Furniture,34.41,-4.5
2024-06-03 01:31:22.277630,West,Furniture,352.02,105.13
2024-05-29 01:31:22.277630,West,Office Supplies,295.04,-40.52
2024-09-24 01:31:22.277630,South,Furniture,390.35,-66.66
2025-04-19 01:31:22.277630,West,Technology,83.49,8.87
2025-05-12 01:31:22.277630,West,Office Supplies,438.36,13.9
2024-09-19 01:31:22.277630,East,Technology,174.38,27.81
2025-03-14 01:31:22.277630,West,Furniture,24.1,-3.28
2024-10-30 01:31:22.277630,South,Furniture,335.2,-6.08
2025-03-23 01:31:22.277630,South,Office Supplies,432.49,21.85
2025-01-07 01:31:22.277630,North,Office Supplies,189.77,4.46
2025-05-24 01:31:22.277630,South,Furniture,273.24,25.01
2024-12-26 01:31:22.277630,North,Office Supplies,217.92,-32.5
2024-11-24 01:31:22.277630,West,Furniture,40.38,2.09
2024-06-08 01:31:22.277630,South,Technology,381.5,29.52
2024-10-28 01:31:22.277630,East,Office Supplies,471.91,113.5
2024-10-07 01:31:22.277630,East,Technology,221.64,18.96
2025-02-09 01:31:22.277630,South,Office Supplies,89.33,6.58
2024-10-28 01:31:22.277630,North,Technology,262.44,54.07
2024-07-10 01:31:22.277630,North,Furniture,454.28,-76.09
2025-04-13 01:31:22.277630,North,Furniture,310.79,38.53
2025-04-21 01:31:22.277630,South,Furniture,121.93,25.11
2024-11-13 01:31:22.277630,West,Furniture,285.54,-43.6
2024-10-01 01:31:22.277630,West,Office Supplies,176.9,36.4
2024-08-27 01:31:22.277630,West,Technology,31.31,6.06
2024-09-16 01:31:22.277630,North,Office Supplies,458.55,-91.49
2025-01-22 01:31:22.277630,South,Office Supplies,401.34,-30.87
2025-03-12 01:31:22.277630,East,Furniture,463.56,-57.65
2025-03-02 01:31:22.277630,West,Office Supplies,347.74,19.36
2025-03-19 01:31:22.277630,West,Technology,235.87,60.62
2025-03-03 01:31:22.277630,North,Office Supplies,256.73,26.02
2024-08-01 01:31:22.277630,West,Technology,118.22,11.93
2024-10-19 01:31:22.277630,South,Furniture,205.42,-28.47
2024-06-04 01:31:22.277630,West,Furniture,98.65,13.14
2025-02-02 01:31:22.277630,North,Office Supplies,247.26,60.37
2025-04-19 01:31:22.277630,South,Technology,330.04,4.84
2025-05-19 01:31:22.277630,North,Furniture,143.17,20.17
2024-07-01 01:31:22.277630,East,Furniture,473.01,-24.85
2024-10-05 01:31:22.277630,West,Office Supplies,330.49,-21.66
2024-12-10 01:31:22.277630,South,Technology,125.56,-13.49
2024-06-16 01:31:22.277630,South,Furniture,100.16,-7.94
2025-03-23 01:31:22.277630,West,Furniture,101.59,-2.91
2025-05-05 01:31:22.277630,East,Technology,487.45,40.64
2025-03-22 01:31:22.277630,East,Office Supplies,133.58,25.42
2025-05-22 01:31:22.277630,West,Office Supplies,100.82,-5.57
2024-12-28 01:31:22.277630,West,Furniture,98.72,-11.45
2024-10-12 01:31:22.277630,West,Furniture,185.26,4.61
2024-09-05 01:31:22.277630,North,Office Supplies,315.35,61.42
2024-12-20 01:31:22.277630,South,Office Supplies,57.96,-0.31
2024-09-12 01:31:22.277630,South,Furniture,96.53,24.77
2024-09-05 01:31:22.277630,West,Technology,488.7,-37.16
2025-04-05 01:31:22.277630,North,Technology,316.54,56.71
2024-11-11 01:31:22.277630,North,Furniture,87.05,2.95
2025-05-15 01:31:22.277630,South,Furniture,284.05,-41.6
2025-04-13 01:31:22.277630,East,Furniture,135.65,-8.07
2024-10-04 01:31:22.277630,West,Furniture,487.34,111.66
2025-03-13 01:31:22.277630,West,Office Supplies,206.63,-40.72
2025-04-17 01:31:22.277630,North,Technology,88.34,15.74
2024-09-28 01:31:22.277630,South,Technology,314.22,64.64
2024-09-07 01:31:22.277630,North,Technology,85.91,-12.03
2024-08-24 01:31:22.277630,East,Office Supplies,268.67,75.52
2025-03-07 01:31:22.277630,South,Furniture,429.07,101.32
2024-07-14 01:31:22.277630,West,Technology,185.95,-20.59
2024-06-22 01:31:22.277630,South,Technology,249.19,-19.75
2025-03-16 01:31:22.277630,South,Office Supplies,72.0,15.06
2025-03-17 01:31:22.277630,West,Furniture,330.24,24.17
2024-12-24 01:31:22.277630,East,Furniture,73.82,19.29
2025-02-15 01:31:22.277630,North,Furniture,176.94,51.24
2025-02-05 01:31:22.277630,East,Technology,423.77,-11.98
2025-03-22 01:31:22.277630,East,Office Supplies,91.96,-13.93
2024-09-02 01:31:22.277630,East,Technology,423.28,64.24
2025-05-05 01:31:22.277630,South,Office Supplies,322.67,84.4
2024-09-11 01:31:22.277630,East,Office Supplies,87.7,-10.31
2024-11-22 01:31:22.277630,South,Technology,100.88,29.53
2025-04-02 01:31:22.277630,South,Office Supplies,338.34,-34.53
2024-05-25 01:31:22.277630,North,Office Supplies,370.0,-58.04
2025-04-08 01:31:22.277630,North,Office Supplies,334.75,16.02
2024-07-18 01:31:22.277630,East,Furniture,362.74,73.56
2024-10-20 01:31:22.277630,South,Furniture,193.56,-4.42
2025-03-29 01:31:22.277630,West,Furniture,20.69,-0.71
2024-10-08 01:31:22.277630,South,Furniture,273.87,-27.78
2024-12-12 01:31:22.277630,North,Technology,305.37,89.49
2025-04-02 01:31:22.277630,West,Technology,350.07,-10.18
2024-09-18 01:31:22.277630,South,Technology,131.03,17.46
2024-10-25 01:31:22.277630,East,Furniture,101.71,-13.61
2025-03-11 01:31:22.277630,South,Technology,418.55,10.41
2024-07-26 01:31:22.277630,West,Furniture,423.82,83.88
2025-01-23 01:31:22.277630,East,Furniture,494.05,140.89
2024-06-18 01:31:22.277630,West,Office Supplies,183.09,-20.38
2024-08-22 01:31:22.277630,North,Office Supplies,48.33,-7.38
2024-08-07 01:31:22.277630,North,Furniture,248.42,72.97
2025-03-14 01:31:22.277630,South,Office Supplies,250.28,19.29
2024-12-20 01:31:22.277630,South,Office Supplies,37.53,-1.02
2025-05-06 01:31:22.277630,North,Office Supplies,296.03,82.93
2024-06-10 01:31:22.277630,West,Office Supplies,145.19,-0.71
2024-09-29 01:31:22.277630,West,Technology,77.18,-6.48
2025-05-23 01:31:22.277630,East,Office Supplies,310.35,62.61
2025-01-30 01:31:22.277630,East,Furniture,155.53,-6.69
2024-11-19 01:31:22.277630,East,Office Supplies,289.56,-11.3
2024-11-22 01:31:22.277630,North,Office Supplies,27.3,0.61
2024-10-23 01:31:22.277630,North,Technology,195.79,28.68
2024-06-18 01:31:22.277630,North,Technology,435.4,96.17
2024-11-20 01:31:22.277630,South,Technology,332.06,-28.86
2024-12-08 01:31:22.277630,West,Office Supplies,436.4,-8.19
2025-05-03 01:31:22.277630,North,Furniture,375.43,18.05
2024-11-01 01:31:22.277630,East,Technology,365.46,-68.41
2024-11-17 01:31:22.277630,East,Office Supplies,437.61,65.01
2025-03-05 01:31:22.277630,North,Office Supplies,29.38,2.44
2024-07-26 01:31:22.277630,North,Office Supplies,221.6,-29.52
2024-10-21 01:31:22.277630,West,Technology,481.0,-64.86
2024-10-25 01:31:22.277630,East,Office Supplies,105.04,26.01
2024-10-27 01:31:22.277630,West,Technology,333.79,47.28
2024-07-12 01:31:22.277630,North,Office Supplies,399.29,-2.38
2025-04-26 01:31:22.277630,West,Furniture,468.13,-14.49
2024-08-16 01:31:22.277630,South,Furniture,438.46,-18.23
2025-05-20 01:31:22.277630,North,Office Supplies,344.76,43.9
2024-11-17 01:31:22.277630,East,Technology,361.36,-39.98
2024-10-19 01:31:22.277630,East,Office Supplies,184.66,54.24
2024-09-19 01:31:22.277630,West,Furniture,127.49,18.3
2025-05-01 01:31:22.277630,North,Office Supplies,480.14,-65.51
2024-07-26 01:31:22.277630,East,Technology,488.27,-63.96
2024-11-29 01:31:22.277630,West,Technology,223.81,27.79
2025-05-19 01:31:22.277630,West,Technology,217.2,-1.83
2024-07-12 01:31:22.277630,North,Technology,236.82,30.78
2025-04-16 01:31:22.277630,East,Furniture,241.48,38.94
2025-02-05 01:31:22.277630,East,Technology,424.24,29.26
2025-01-03 01:31:22.277630,East,Technology,226.73,-16.26
2024-10-12 01:31:22.277630,North,Furniture,443.53,33.52
2024-12-25 01:31:22.277630,North,Technology,353.69,3.87
2024-12-21 01:31:22.277630,North,Furniture,483.39,118.51
2025-04-07 01:31:22.277630,South,Technology,343.79,58.48
2024-06-25 01:31:22.277630,West,Technology,217.84,23.85
2024-10-29 01:31:22.277630,South,Technology,460.63,-82.98
2025-03-05 01:31:22.277630,South,Technology,130.3,38.45
2025-03-25 01:31:22.277630,East,Office Supplies,483.18,40.17
2025-03-06 01:31:22.277630,East,Office Supplies,40.85,-2.88
2024-10-15 01:31:22.277630,West,Technology,327.65,31.38
